,Center Name,Center ID,District,District ID,PIN Code,State,Paid/Free,Minimum Age,Vaccine,Dose Capacity,Predicted Time Range,25-May,26-May,27-May,28-May,29-May,30-May,31-May,01-Jun,02-Jun,03-Jun,04-Jun,05-Jun,06-Jun,07-Jun,08-Jun,09-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,01-Jul,02-Jul,03-Jul,04-Jul,05-Jul,06-Jul,07-Jul,08-Jul,09-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,01-Aug,02-Aug,03-Aug,04-Aug,05-Aug,06-Aug,07-Aug,08-Aug,09-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170
882,Govt ModelSclMHCManimajraSite2,199570,Chandigarh,108,160101,Chandigarh,Free,18,COVISHIELD,200,,,,,,,11:25,21:23,,18:15,21:04,22:43,,,,,,,,,,13-Jun 19-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Govt Model Scl MHC Manimajra,199569,Chandigarh,108,160101,Chandigarh,Free,18,COVISHIELD,200,,,,,,,11:25,,,,,,,,,,,,,,,13-Jun 19-48,14-Jun 22-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,GMSSS 35 D (18-44),199650,Chandigarh,108,160022,Chandigarh,Free,18,COVISHIELD,300,,,,21:01,18:09,,11:38,21:54,16:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Community Centre 23 (18-44),705041,Chandigarh,108,160023,Chandigarh,Free,18,COVISHIELD,200,,,,,,,,22:21,16:52,,21:14,,21:44,,,,,,,,12-Jun 22-30,13-Jun 20-19,14-Jun 22-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Cloudnine Hospital Chandigarh,717827,Chandigarh,108,160002,Chandigarh,Paid,18,COVISHIELD,1500,,,,,,,,15:34,09:50,07:48,19:45,18:02,Prev,Prev,Prev,Prev,Prev,22:26,09:47,06-Jun 05-27,07-Jun 05-37,08-Jun 05-41,09-Jun 04-53,10-Jun 05-16,11-Jun 04-28,12-Jun 07-57,13-Jun 06-31,14-Jun 07-37,16-Jun 17-14,16-Jun 17-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,IMA 35 Site 2 (18-44),707644,Chandigarh,108,160022,Chandigarh,Free,18,COVISHIELD,200,,,,,,,11:46,22:10,16:42,22:42,20:58,22:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,HWC Sector 11 PHC (18-44),199638,Chandigarh,108,160011,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,22:47,16:42,22:42,21:19,,21:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,GMSSS Sarangpur Site 2 (18-44),706502,Chandigarh,108,160014,Chandigarh,Free,18,COVISHIELD,200,,,,,,,11:46,22:47,16:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Community Centre 40 A (18-44),200073,Chandigarh,108,160036,Chandigarh,Free,18,COVISHIELD,100,,,,,,,12:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Govt. Model School 45 CHD,563147,Chandigarh,108,160047,Chandigarh,Free,18,COVISHIELD,200,,,,,,,,,,17:59,21:09,22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Global Health Care,606894,Chandigarh,108,160022,Chandigarh,Paid,18,COVISHIELD,1000,,,,,,,,,20:12,20:21,22:07,07:38,19:29,Prev,22:37,Prev,Prev,09-Jun 22-35,09-Jun 22-40,10-Jun 09-04,10-Jun 09-04,10-Jun 09-12,13-Jun 14-37,13-Jun 14-37,13-Jun 14-37,13-Jun 14-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Bedi Hospital,611562,Chandigarh,108,160020,Chandigarh,Paid,18,COVISHIELD,100,,,,,,,,,,,,20:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,New Public School Sec-18 CHD,724183,Chandigarh,108,160018,Chandigarh,Paid,18,COVISHIELD,400,,,,,,,,,,14:13,16:52,11:08,Prev,16:49,Prev,05-Jun 14-52,05-Jun 15-18,05-Jun 15-18,05-Jun 15-18,06-Jun 05-27,,11-Jun 17-51,11-Jun 17-51,11-Jun 17-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,BEDI HOSPITAL CHD,724884,Chandigarh,108,160020,Chandigarh,Paid,18,COVISHIELD,400,,,,,,,,,,20:26,17:02,11:08,Prev,16:44,16:54,05-Jun 14-46,05-Jun 14-46,05-Jun 14-46,05-Jun 14-52,06-Jun 05-27,12-Jun 18-13,11-Jun 17-42,11-Jun 17-42,11-Jun 17-46,12-Jun 18-13,12-Jun 18-13,13-Jun 06-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,CVC 3BRD Airforce Station,627782,Chandigarh,108,160003,Chandigarh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Advanced Pediatric Centre PGI,563441,Chandigarh,108,160012,Chandigarh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,12 Wing Air Force Station,628844,Chandigarh,108,160003,Chandigarh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,APOLLO CLINIC CHD,715923,Chandigarh,108,160009,Chandigarh,Paid,18,COVISHIELD,200,,,,,,,,,,,,,,,,,,09-Jun 11-02,09-Jun 15-00,09-Jun 15-00,,12-Jun 10-09,12-Jun 10-09,,16-Jun 17-14,16-Jun 17-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,HWC Dhanas PHC,199607,Chandigarh,108,160014,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,10-Jun 21-49,,,,14-Jun 22-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,HWC Sector 42 PHC,199655,Chandigarh,108,160036,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,10-Jun 21-39,11-Jun 22-10,,13-Jun 20-25,14-Jun 22-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,HWC Sector 8 PHC,199664,Chandigarh,108,160009,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,10-Jun 21-39,11-Jun 22-04,,13-Jun 20-04,14-Jun 22-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,BBMB Rest House CHD,738254,Chandigarh,108,160022,Chandigarh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Chaitanya Hospital Sector 44,599278,Chandigarh,108,160047,Chandigarh,Paid,18,COVISHIELD,300,,,,,,,,,,,,,,,,,,,10-Jun 19-26,10-Jun 19-47,10-Jun 19-47,10-Jun 19-47,10-Jun 19-47,10-Jun 20-28,13-Jun 11-03,13-Jun 11-03,13-Jun 11-03,14-Jun 07-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,HWC Sector 20 PHC,200099,Chandigarh,108,160020,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,10-Jun 21-39,11-Jun 22-10,,13-Jun 20-25,14-Jun 22-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,HWC Sector 47 PHC,199657,Chandigarh,108,160047,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,HWC Citco PHC,199600,Chandigarh,108,160002,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,14-Jun 22-48,,16-Jun 17-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,HWC Kaimbwala PHC,200087,Chandigarh,108,160103,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,10-Jun 21-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Civil Hospital Sec 22 CHC,200060,Chandigarh,108,160022,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,HWC Sarangpur PHC,199636,Chandigarh,108,160014,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,10-Jun 22-04,,,13-Jun 20-14,14-Jun 22-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Sewa Dham Sector 29,677943,Chandigarh,108,160030,Chandigarh,Free,18,COVISHIELD,400,,,,,,,,,,,,,,,,,,,10-Jun 22-34,11-Jun 22-16,12-Jun 22-30,13-Jun 20-30,14-Jun 22-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,GMCH32 CHD Block B 5thFloor-2,199582,Chandigarh,108,160031,Chandigarh,Free,18,COVISHIELD,200,,,,,,,,,,,,,,,,,,,,,12-Jun 22-14,,14-Jun 22-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,ESI Hospital Ramdarbar CHD,582765,Chandigarh,108,160002,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,14-Jun 22-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,HWC Ramdarbar PHC,199631,Chandigarh,108,160002,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,HWC Sector 27 PHC,644758,Chandigarh,108,160019,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,HWC Sector 28 PHC,200070,Chandigarh,108,160030,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,HWC Sector 35 PHC,199649,Chandigarh,108,160022,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,HWC Sector 38 PHC,199652,Chandigarh,108,160036,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,HWC Mauli Jagran PHC,199620,Chandigarh,108,160102,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,HWC Kajheri PHC,200089,Chandigarh,108,160036,Chandigarh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,HWC Modern Housing Complex PHC,199627,Chandigarh,108,160101,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,HWC Raipur Khurd PHC,199629,Chandigarh,108,160003,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,HWC Daria PHC,199604,Chandigarh,108,160101,Chandigarh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,ESI Dispensary Sector 29 PHC,199580,Chandigarh,108,160029,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,HWC Dispensary Sector 49 CHD,199663,Chandigarh,108,160047,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,HWC Sector 11 PHC,199637,Chandigarh,108,160011,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,13-Jun 20-09,14-Jun 22-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,HWC Dadu Majra Colony PHC,200079,Chandigarh,108,160014,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,HWC Sector 26 Dispensary,617879,Chandigarh,108,160019,Chandigarh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,RHTC Palsora PHC (18-44),199670,Chandigarh,108,160055,Chandigarh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Nhmmi Narayana Hospital,561737,Raipur,109,492001,Chhattisgarh,Paid,18,COVAXIN,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Upadhayay Hospital,610092,Raipur,109,492001,Chhattisgarh,Paid,18,COVISHIELD,400,,,,,,,,,,,,,,,,,,,11-Jun 17-42,11-Jun 19-45,13-Jun 11-40,13-Jun 20-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,PT.J.N.M. Raipur F,592704,Raipur,109,492001,Chhattisgarh,Free,18,COVAXIN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Dr B L Kapur Hospital Site 2,560766,Central Delhi,141,110005,Delhi,Paid,18,COVISHIELD,1800,,,,,22:49,21:30,,21:12,22:02,,20:53,13:46,Prev,04:55,Prev,Prev,Prev,05:39,05-Jun 13-09,06-Jun 05-27,07-Jun 05-37,10-Jun 17-24,10-Jun 17-24,10-Jun 17-24,11-Jun 04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Dr B L Kapur Hospital Site 4,606916,Central Delhi,141,110005,Delhi,Paid,18,COVISHIELD,1800,,,20:43,,23:18,,,,22:55,,21:03,Prev,Prev,04:55,Prev,Prev,Prev,21:05,10-Jun 18-54,10-Jun 18-54,10-Jun 18-54,10-Jun 18-54,10-Jun 18-54,10-Jun 18-54,11-Jun 04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
