,Center Name,District,District ID
6540,0A SZ KANAKPUR COMMUNITY HALL,Surat Corporation,776
6541,0A SZ PANDESARA COMMUNITY HALL,Surat Corporation,776
6542,0A SZ UDHYOG BHARTI VIDHYALAYA,Surat Corporation,776
6543,0A SZ UMIYA RESI. NEW BAMROLI,Surat Corporation,776
6544,0A WZ ADAJAN UHC,Surat Corporation,776
6545,0A WZ DALIYA SCHOOL,Surat Corporation,776
6546,0A WZ ICHHAPOR PHC HAJIRA ROAD,Surat Corporation,776
6547,0A WZ JAHANGIRPURA COMM HALL,Surat Corporation,776
6548,0A WZ PALANPORE UHC,Surat Corporation,776
6549,0A WZ RIVERDALE SCHOOL,Surat Corporation,776
6550,0A WZ SEVEN STEPS SCHOOL,Surat Corporation,776
6551,0A WZ SPORTS CLUB,Surat Corporation,776
6552,MH VADODARA FOR ARMY,Vadodara,155
6553,AMBE SCHOOL MANJALPUR 18 TO 44,Vadodara Corporation,777
6554,BARODA HIGH SCHOOL 18 ALKAPURI,Vadodara Corporation,777
6555,C K PRAJAPATI LAXMIPURA 18,Vadodara Corporation,777
6556,CK PRAJAPATI VIDHYALAYA GORWA,Vadodara Corporation,777
6557,CV RAMAN SCHOOL ALWANAKA MJP,Vadodara Corporation,777
6558,GADAPURA PRATHMIK SHALA,Vadodara Corporation,777
6559,GLOBAL CITIZENJUNIOR GROUP 18,Vadodara Corporation,777
6560,GOV PRI SCH FATEGUNJ,Vadodara Corporation,777
6561,HARNI PRIMARY SCHOOL,Vadodara Corporation,777
6562,HOMIBHABHA SCHOOL MAKARPURA,Vadodara Corporation,777
6563,JALARAM BAPA SHCOOL -10,Vadodara Corporation,777
6564,K.B.PARIKH SCHOOL BAPOD,Vadodara Corporation,777
6565,KANAM PATIDAR WADI 18-44YR,Vadodara Corporation,777
6566,KAVI DULA KAG SCHOOL,Vadodara Corporation,777
6567,KAVI PREMANAND SCHOOL(18-45),Vadodara Corporation,777
6568,KUBERESHWAR PRIMARY SCHOOL,Vadodara Corporation,777
6569,LITTLE FLOWERS SCHOOL,Vadodara Corporation,777
6570,MAA BHARTI SCHOOL 18 TO45,Vadodara Corporation,777
6571,MADHYAVARTI SCHOOL 18 TO 44 YR,Vadodara Corporation,777
6572,MANGLESHWAR ZAMPA SCHOOL,Vadodara Corporation,777
6573,NEW EARA SCHOOL (MAKARPURA),Vadodara Corporation,777
6574,NIZAMPURA ATITHI GRUH (NAVAYA),Vadodara Corporation,777
6575,NUPUR NURSHING INSTITUTE,Vadodara Corporation,777
6576,PARIVAR VIDHYALAY,Vadodara Corporation,777
6577,RAMESHVAR VIDHALAY 18-45,Vadodara Corporation,777
6578,RIDDHI SIDDHI HALL,Vadodara Corporation,777
6579,SAIBABA MANDIR TRIBHOVAN PARK,Vadodara Corporation,777
6580,SAINT RUZVELT SCHOOL,Vadodara Corporation,777
6581,SAMA PRIMARY SCHOOL - 1,Vadodara Corporation,777
6582,SATKAR PARTY PLOT KAPURAI,Vadodara Corporation,777
6583,SAYAJI SCHOOL 18-45,Vadodara Corporation,777
6584,SHANNEN CBSC SCHOOL (18 TO44),Vadodara Corporation,777
6585,SHREE AMBE VIDHYALAYA KAPURAI,Vadodara Corporation,777
6586,SHREE SARASWATI VIDHYALAY EKT,Vadodara Corporation,777
6587,SHREE VIDHYA MANDIR VIDHYALAY,Vadodara Corporation,777
6588,TREE HOUSE SCHOOL 18 ABOVE,Vadodara Corporation,777
6589,WARD 1 OFFICE 18-45,Vadodara Corporation,777
6590,ZENITH SCHOOL,Vadodara Corporation,777
6591,FANSA PHC COVAXIN CENTER,Valsad,167
6592,KHATTALWADA COVAXIN CENTER,Valsad,167
6593,MAROLI PHC COVAXIN CENTER,Valsad,167
6594,SC FANSA-2/3 COVISHIELD,Valsad,167
6595,SUB CENTER FANSA-3 COVAXIN,Valsad,167
6596,SUB CENTER KALAI COVAXIN,Valsad,167
6597,SUB CENTER KALGAM-1 COVAXIN,Valsad,167
6598,SUB CENTER KALGAM-3 COVAXIN,Valsad,167
6599,SUB CENTER NANDIGAM COVAXIN,Valsad,167
6600,SUB CENTER PALI K. COVAXIN,Valsad,167
6601,SUB CENTER PUNAT COVAXIN,Valsad,167
6602,SUB CENTER SARIGAM-1 COVAXIN,Valsad,167
6603,SUB CENTER SARIGAM-2 COVAXINE,Valsad,167
6604,SUB CENTER SARIGAM-4 COVAXIN,Valsad,167
6605,SUBCENTER ZAROLI COVAXIN,Valsad,167
6606,B P S PLANETARIUM,Ambala,193
6607,B P S PLANETARIUM COVX,Ambala,193
6608,BALDEV NAGAR 18-44 UPHC,Ambala,193
6609,CHABIYANA UPHC,Ambala,193
6610,CHAURMASTPUR 18-44 CHC,Ambala,193
6611,GRSD SCHOOL,Ambala,193
6612,GVT ITI 45 ABOVE COVI,Ambala,193
6613,GVT ITI 45 ABOVE COVX,Ambala,193
6614,GVT ITI AMBALA CITY,Ambala,193
6615,MULLANA CHC B,Ambala,193
6616,NAGGAL PHC COVXX,Ambala,193
6617,NARAINGRAH SDH COVX,Ambala,193
6618,POLY CLINIC 18-44 DISP,Ambala,193
6619,POLY CLINIC COVXX,Ambala,193
6620,POLY CLINIC IMMUNIZATION ROOM,Ambala,193
6621,RAILWAY HOSPITAL AMBALA CANTT,Ambala,193
6622,RAVIDASMAJRI UPHC,Ambala,193
6623,SD COLLEGE JAGADHARI ROAD,Ambala,193
6624,SETHI DHARMSHALA,Ambala,193
6625,ALAKHPURA PHC,Bhiwani,200
6626,B.KHERA SDH,Bhiwani,200
6627,BAMLA CCP,Bhiwani,200
6628,BEHAL SC,Bhiwani,200
6629,BIRAN SC,Bhiwani,200
6630,CHANG CCP,Bhiwani,200
6631,CIVIL HOSPITAL 3,Bhiwani,200
6632,DHANANA CCP,Bhiwani,200
6633,DHANI MAHU SC,Bhiwani,200
6634,DIGHAWA SC,Bhiwani,200
6635,DINOD SC,Bhiwani,200
6636,JAMALPUR CCP,Bhiwani,200
6637,JHUPA SC,Bhiwani,200
6638,JUI SC,Bhiwani,200
6639,KAIRU CCP,Bhiwani,200
6640,KHARAK KALAN PHC,Bhiwani,200
6641,LILAS SC,Bhiwani,200
6642,LOHARU CCP,Bhiwani,200
6643,MIRAN CCP,Bhiwani,200
6644,NAKIPUR SC,Bhiwani,200
6645,SANDWA SC,Bhiwani,200
6646,SC GURERA,Bhiwani,200
6647,SIWANI SDH,Bhiwani,200
6648,SOHANSARA SC,Bhiwani,200
6649,SUI CCP,Bhiwani,200
6650,TALU CCP,Bhiwani,200
6651,TOSHAM CCP,Bhiwani,200
6652,PHC ACHINA,Charkhi Dadri,201
6653,PHC BALKARA,Charkhi Dadri,201
6654,PHC KADMA,Charkhi Dadri,201
6655,PPC CIVIL HOSPITAL DADRI,Charkhi Dadri,201
6656,PPC GH DADRI-1,Charkhi Dadri,201
6657,AADARSH NAGAR UPHC,Faridabad,199
6658,AC NAGAR UPHC,Faridabad,199
6659,B K HOSPITAL,Faridabad,199
6660,BHARAT COLONY UPHC 2,Faridabad,199
6661,CHC KHERI KALAN,Faridabad,199
6662,CHC KURALI COVISHIELD,Faridabad,199
6663,CHC PALI VILLAGE PALI,Faridabad,199
6664,CHC TIGAON COVISHIELD,Faridabad,199
6665,CIVIL DISPENSARY SECTOR 7,Faridabad,199
6666,DAYALPUR PHC,Faridabad,199
6667,ESI 1 SEC 27 B,Faridabad,199
6668,ESI 2 DISP SECTOR 19,Faridabad,199
6669,ESI 3 DISP NEAR FISH MARKET,Faridabad,199
6670,ESI 5 DISP,Faridabad,199
6671,ESI 6 JAWAHAR COLONY,Faridabad,199
6672,ESI 7 DISP,Faridabad,199
6673,ESI 8 GH SECTOR 8,Faridabad,199
6674,FORTIS ESCORTS HOSPITAL,Faridabad,199
6675,FRU 1 SECTOR 30,Faridabad,199
6676,FRU 2 SECTOR 3,Faridabad,199
6677,MEWLA MAHARAJPUR,Faridabad,199
6678,MOHNA PHC COVISHIELD,Faridabad,199
6679,MUJESAR UHC,Faridabad,199
6680,PARTAPGARH UPHC,Faridabad,199
6681,PHC ANANGPUR,Faridabad,199
6682,PHC CHHAINSA COVISHIELD,Faridabad,199
6683,PHC DHOUJ,Faridabad,199
6684,PHC FATEHPUR TAGA,Faridabad,199
6685,PHC MOHNA,Faridabad,199
6686,PHC PALLA,Faridabad,199
6687,PHC PANHERA COVISHIELD,Faridabad,199
6688,PHC PANHERA KHURD,Faridabad,199
6689,PPC ESIC COLLAGE OLD BUILDING,Faridabad,199
6690,RAJIV COLONY DISP,Faridabad,199
6691,SDH BALLABHGARH,Faridabad,199
6692,SEHATPUR UPHC,Faridabad,199
6693,SGM NAGAR UHC,Faridabad,199
6694,SHIV DURGA VIHAR UPHC,Faridabad,199
6695,SURAJKUND DISPENSARY,Faridabad,199
6696,UHC SANJAY COLONY,Faridabad,199
6697,UPHC ATMADPUR,Faridabad,199
6698,UPHC BHARAT COLONY,Faridabad,199
6699,UPHC BHIM BASTI,Faridabad,199
6700,UPHC DABUA,Faridabad,199
6701,UPHC HARI VIHAR,Faridabad,199
6702,UPHC NANGLA ENCLAVE,Faridabad,199
6703,UPHC SARAN,Faridabad,199
6704,UPHC SUBASH COLONY,Faridabad,199
6705,AHERAWAN PHC,Fatehabad,196
6706,ATAM PARKASH HOSPITAL,Fatehabad,196
6707,BADOPAL CHC,Fatehabad,196
6708,BEHBALPUR SC,Fatehabad,196
6709,BHUNA COVAXIN,Fatehabad,196
6710,CHC BHUNA,Fatehabad,196
6711,CHC BHUNA COVAXIN,Fatehabad,196
6712,CHC RATIA,Fatehabad,196
6713,CHC RATIA COVAXIN,Fatehabad,196
6714,CIVIL HOSPITAL FATEHABAD,Fatehabad,196
6715,DHINGSARA SC,Fatehabad,196
6716,MAMUPUR PHC,Fatehabad,196
6717,MEHMRA VILLAGE,Fatehabad,196
6718,MEHTA DHARMSHALLA TOHANA,Fatehabad,196
6719,PHC BHIRDANA,Fatehabad,196
6720,PHC INDACHHOI,Fatehabad,196
6721,PHC MP ROHI,Fatehabad,196
6722,POLYCLINIC FATEHABAD,Fatehabad,196
6723,PPC TOHANA,Fatehabad,196
6724,PPC TOHANA COVAXIN,Fatehabad,196
6725,UPHC ASHOK NAGAR FATEHABAD,Fatehabad,196
6726,BASAI ENCLAVE UPHC 18 PLUS,Gurgaon,188
6727,BHANGROLA PHC 1,Gurgaon,188
6728,BHONDSI PHC,Gurgaon,188
6729,BHORAKALAN PHC 1,Gurgaon,188
6730,CHANDERLOK UPHC 1,Gurgaon,188
6731,CHAUMA UPHC 1,Gurgaon,188
6732,CHAUMA UPHC 2,Gurgaon,188
6733,CIVIL HOSPITAL SEC 10 18 PLUS,Gurgaon,188
6734,COMMUNITY CENTRE 23 A,Gurgaon,188
6735,COMMUNITY CENTRE SOHNA ROAD,Gurgaon,188
6736,DAULTABAD PHC,Gurgaon,188
6737,FARRUKH NAGAR CHC,Gurgaon,188
6738,FAZILPUR UPHC 1,Gurgaon,188
6739,FORTIS MEMORIAL RESARCH INST,Gurgaon,188
6740,GANDHI NAGAR UPHC 1,Gurgaon,188
6741,GARHI HARSARU PHC,Gurgaon,188
6742,GHANGOLA CHC 18 PLUS,Gurgaon,188
6743,GOVT BOYS SS SCHOOL,Gurgaon,188
6744,HAILYMANDI SDH 1,Gurgaon,188
6745,INDIRA HOSP,Gurgaon,188
6746,KASAN PHC 1,Gurgaon,188
6747,KHANDSA UPHC,Gurgaon,188
6748,LAXMAN VIHAR UPHC GURUGRAM,Gurgaon,188
6749,MANDPURA PHC 1,Gurgaon,188
6750,MANESAR UPHC COVAXIN 1,Gurgaon,188
6751,MANESER UPHC 18 PLUS,Gurgaon,188
6752,MARIGOLD PUBLIC SCHOOL,Gurgaon,188
6753,MAX HOSPITAL,Gurgaon,188
6754,NATHUPUR UPHC 18 PLUS,Gurgaon,188
6755,NATHUPUR UPHC 45 PLUS,Gurgaon,188
6756,OM NAGAR UPHC 1,Gurgaon,188
6757,PALRA PHC,Gurgaon,188
6758,PATAUDI SDCH,Gurgaon,188
6759,PATEL NAGAR UPHC 18 PLUS,Gurgaon,188
6760,PATEL NAGAR UPHC 45 PLUS,Gurgaon,188
6761,POLYCLINIC SEC31,Gurgaon,188
6762,RAJENDRA PARK UPHC 1,Gurgaon,188
6763,RAJIV NAGAR UPHC,Gurgaon,188
6764,SOHNA SDCH,Gurgaon,188
6765,SUKHRALI UPHC,Gurgaon,188
6766,SURAT NAGAR UPHC 1,Gurgaon,188
6767,TIGRA UPHC 18 PLUS,Gurgaon,188
6768,TIGRA UPHC CV 45 PLUS,Gurgaon,188
6769,UPHC FIROZ GANDHI COLONY,Gurgaon,188
6770,WAZIRABAD PHC 2,Gurgaon,188
6771,AGROHA PHC,Hisar,191
6772,ARYANAGAR CHC,Hisar,191
6773,BARWALA CHC,Hisar,191
6774,BASS PHC,Hisar,191
6775,BRAHMA KUMARI ASHARAM,Hisar,191
6776,CCSHAU HOSPITAL,Hisar,191
6777,CHC SORKHI,Hisar,191
6778,CIVIL HOSPITAL FOR 18 TO 44,Hisar,191
6779,CIVIL HOSPITAL HANSI,Hisar,191
6780,DATTA PHC,Hisar,191
6781,KHANDA KHERI PHC,Hisar,191
6782,MAMC AGROHA,Hisar,191
6783,MILITARY HOSPITAL 2,Hisar,191
6784,PABRA PHC,Hisar,191
6785,PHC GURANA,Hisar,191
6786,PHC HASANGARH,Hisar,191
6787,PUTHI MANGAL KHAN PHC,Hisar,191
6788,SATROAD KALAN PHC,Hisar,191
6789,SISAI CHC,Hisar,191
6790,BADLI COVISHIELD,Jhajjar,189
6791,CHC BADLI 18,Jhajjar,189
6792,CHC CHHARA 18,Jhajjar,189
6793,CHC DIGHAL 18,Jhajjar,189
6794,CHC JAMALPUR 18,Jhajjar,189
6795,CIVIL HOSPITAL COVAXIN JJR,Jhajjar,189
6796,COVISHIELD ADARSH NAGAR,Jhajjar,189
6797,COVISHIELD HNG COLONY,Jhajjar,189
6798,COVISHIELD RAM NAGAR,Jhajjar,189
6799,DHAKLA COVISHIELD,Jhajjar,189
6800,JASSOURKHERI COVISHIELD,Jhajjar,189
6801,SDH BERI 18,Jhajjar,189
6802,ALEWA CHC 2,Jind,204
6803,CHATTER SUBCENTER,Jind,204
6804,DHANAURI PHC,Jind,204
6805,JULANA CHC,Jind,204
6806,KHARAKRAMJI CHC,Jind,204
6807,KHATKAR TOLL PLAZA,Jind,204
6808,NARWANA SDH,Jind,204
6809,NARWANA SDH 2,Jind,204
6810,NARWANA SDH MOPUP,Jind,204
6811,PPC JIND,Jind,204
6812,PPC JIND 2,Jind,204
6813,RAMRAI PHC,Jind,204
6814,SAFIDON SUBCENTER,Jind,204
6815,CHC GUHLA COVAXINE ABOVE 45,Kaithal,190
6816,CHC GUHLA COVISHIELD ABOVE 45,Kaithal,190
6817,CHC KALAYAT COVISHIELD 18-45,Kaithal,190
6818,CHC KAUL COVISHIELD 18-45,Kaithal,190
6819,CHC RAJOUND ABOVE 45,Kaithal,190
6820,CHC RAJOUND COVISHIELD 18-45,Kaithal,190
6821,CIVIL HOSP COVISHIELD 18-45,Kaithal,190
6822,GSSS SIWAN COVISHIELD ABOVE45,Kaithal,190
6823,MAHABIR DAL CHEEKA,Kaithal,190
6824,PHC BALU COVISHIELD 18-45,Kaithal,190
6825,PHC BATTA COVISHIELD 18-45,Kaithal,190
6826,PHC DEOBAN COVISHIELD 18-45,Kaithal,190
6827,PHC DHAND COVISHIELD 18-45,Kaithal,190
6828,PHC JAKHOLI COVAXIN 18-45,Kaithal,190
6829,PHC JAKHOLI COVISHIELD 45 ABOV,Kaithal,190
6830,PHC PADLA COVISHIELD ABOVE 45,Kaithal,190
6831,PHC SAJUMA COVISHIELD 18-45,Kaithal,190
6832,SUB CENTRE TEONTHA 1,Kaithal,190
6833,UPHC OLD GH COVISHIELD 18-45,Kaithal,190
6834,ASSANDH CHC,Karnal,203
6835,BALLAHA CHC,Karnal,203
6836,BARSAT PHC,Karnal,203
6837,CHC NISSING,Karnal,203
6838,CIVIL HOSPITAL KARNAL 2,Karnal,203
6839,GAGSINA PHC,Karnal,203
6840,GHARAUNDA CHC,Karnal,203
6841,GHEER PHC,Karnal,203
6842,INDRI CHC,Karnal,203
6843,JALMANA PHC,Karnal,203
6844,KAMBOPURA RADHA SWAMI SB,Karnal,203
6845,KHACHWA PHC,Karnal,203
6846,KUNJPURA PHC,Karnal,203
6847,NILOKHERI SDH,Karnal,203
6848,NIRMAL KUTIYA KARNAL,Karnal,203
6849,PHC BHADSON,Karnal,203
6850,PHC MADHUBAN,Karnal,203
6851,POPRA PHC,Karnal,203
6852,RADHASWAMI SATSANG KARNAL 2,Karnal,203
6853,RADHASWAMI SATSANG KARNAL 3,Karnal,203
6854,SAGGA PHC,Karnal,203
6855,SC RATTANGARH,Karnal,203
6856,SEWA SHREE ASHRAM ARJUN GATE,Karnal,203
6857,TARAORI CHC,Karnal,203
6858,UPLANA PHC,Karnal,203
6859,BABAIN COVISHLED 18 TO 44,Kurukshetra,186
6860,BARNA CHC,Kurukshetra,186
6861,JHANSA COVISH... FOR 45 ABOVE,Kurukshetra,186
6862,JHANSA COVISHLED 18 TO 44,Kurukshetra,186
6863,KURUKSHETRA POLYCLINIC,Kurukshetra,186
6864,LADWA COVISHLED 18 TO 44,Kurukshetra,186
6865,LNJP 2ND DOSE COVAXIN,Kurukshetra,186
6866,LNJP CIVIL HOSPITAL COVISHILD,Kurukshetra,186
6867,LNJP COVISHLED 18 TO 44,Kurukshetra,186
6868,MATHANA CHC (COVISHIELD),Kurukshetra,186
6869,PEHOWA CHC,Kurukshetra,186
6870,PEHOWA COVISHELD 18 TO 45,Kurukshetra,186
6871,POLYCLINIC COVISHLED 18 TO44,Kurukshetra,186
6872,RAMGARH ROR 45 ABOVE,Kurukshetra,186
6873,RED CROSS SEC 13 MOHAN NAGAR,Kurukshetra,186
6874,SHAHBAD COVILSHELD 18 TO 44,Kurukshetra,186
6875,THASKA MIRANJI PHC 45 ABOVE,Kurukshetra,186
6876,UPHC KNG 18 TO 44 COVISHELD,Kurukshetra,186
6877,UPHC KRISHNA NAGAR GAMRI,Kurukshetra,186
6878,UPHC MOHAN NAGAR COVISHEILD,Kurukshetra,186
6879,1 ST FLOOR CIVIL HOSPITAL NNL,Mahendragarh,206
6880,ANTRI PHC,Mahendragarh,206
6881,ATELI SDH,Mahendragarh,206
6882,KANINA CHC,Mahendragarh,206
6883,MAHENDERGARH SDH,Mahendragarh,206
6884,NANGAL CHOUDHARY CHC,Mahendragarh,206
6885,PPC CIVIL HOSPITAL NARNAUL,Mahendragarh,206
6886,SATNALI CHC,Mahendragarh,206
6887,CHC FEROZEPUR JHIRKA 45,Nuh,205
6888,CIVIL HOSPITAL MANDIKHERA- 18,Nuh,205
6889,FEROZEPUR JHIRKA CHC - 18,Nuh,205
6890,GHASERA PHC -2,Nuh,205
6891,JORASHI PHC -18,Nuh,205
6892,KALIYAKA PHC - 2,Nuh,205
6893,MARORA PHC -2,Nuh,205
6894,MOHDPUR AHIR PHC - 45,Nuh,205
6895,NUH CHC-18,Nuh,205
6896,PUNHANA CHC- 18,Nuh,205
6897,SINGAR PHC -1,Nuh,205
6898,SUDAKA PHC 1,Nuh,205
6899,TAURU CHC -18,Nuh,205
6900,TAURU CHC 2,Nuh,205
6901,TAURU CHC 45,Nuh,205
6902,UJINA PHC 1,Nuh,205
6903,ABLE CHARITABLE HOSPITAL,Palwal,207
6904,ABLE CHARITABLE HOSPITAL 1,Palwal,207
6905,ALLIKA PHC,Palwal,207
6906,ALLIKA PHC 1,Palwal,207
6907,AMARPUR SC,Palwal,207
6908,BHULWANA PHC,Palwal,207
6909,CHC CHC DUDHOLA,Palwal,207
6910,CHC CHC HODAL,Palwal,207
6911,CHC DUDHOLA,Palwal,207
6912,CIVIL HOSPITAL 18 ABOVE,Palwal,207
6913,DCH PALWAL,Palwal,207
6914,DEEGHOT PHC,Palwal,207
6915,GNM COLLEGE CIVIL HOSPITAL,Palwal,207
6916,HASSANPUR,Palwal,207
6917,HODAL EIGHTEEN PLUS,Palwal,207
6918,KOT PHC 1,Palwal,207
6919,PHC AMARPUR,Palwal,207
6920,PHC KALSADA 1,Palwal,207
6921,PHC MANDKOLA,Palwal,207
6922,PHC NANGAL JAT,Palwal,207
6923,PHC NANGAL JAT 1,Palwal,207
6924,PHC SIHOL,Palwal,207
6925,PHC TAPPA,Palwal,207
6926,SC ALAWALPUR,Palwal,207
6927,SC DUDHOLA,Palwal,207
6928,SC GHURAWALI COVISHIELD,Palwal,207
6929,SC MALAI,Palwal,207
6930,SC SIHOL,Palwal,207
6931,SDH HATHIN,Palwal,207
6932,SIHOL PHC 1,Palwal,207
6933,UTTAWAR PHC,Palwal,207
6934,AAYUSH DISP SEC 9 PKL,Panchkula,187
6935,BARWALA PHC,Panchkula,187
6936,COMMUNITY CENTRE BARWALA 26FEB,Panchkula,187
6937,GOVERNMENT DISP SEC 19 PKL,Panchkula,187
6938,GOVERNMENT DISP SEC 8 PKL,Panchkula,187
6939,GOVT DISP SEC 12 A PKL,Panchkula,187
6940,GOVT DISPENSARY SEC 10 PKL,Panchkula,187
6941,GOVT DISPENSARY SEC21 PKL,Panchkula,187
6942,GOVT DISPENSRY SEC20 PANCHKULA,Panchkula,187
6943,HANGOLA PHC,Panchkula,187
6944,KOT PHC PANCHKULA,Panchkula,187
6945,MORNI PHC,Panchkula,187
6946,NANAKPUR CHC,Panchkula,187
6947,OLD PANCHKULA PHC,Panchkula,187
6948,POLYCLINIC SEC 26,Panchkula,187
6949,SURAJPUR PHC PANCHKULA,Panchkula,187
6950,CIVIL HOS PNP COVAXIN 2ND DOSE,Panipat,195
6951,CIVIL HOSPITAL COVISHEILD,Panipat,195
6952,IOCL LTD. HOSPITAL,Panipat,195
6953,KIRPAL ASHRAM PANIPAT,Panipat,195
6954,NAULTHA CHC1,Panipat,195
6955,PANCHAYAT BHAWAN BHOLI,Panipat,195
6956,PHC RAIR KALAN,Panipat,195
6957,RADHA SOAMI SATSANG BEAS PNP1,Panipat,195
6958,S D COLLEGE,Panipat,195
6959,SEENK PHC,Panipat,195
6960,SHRI HYDRABADI RAMLILA GROUND,Panipat,195
6961,SUB CENTRE BURSHAM,Panipat,195
6962,SUB CENTRE MANANA,Panipat,195
6963,SUB CENTRE PASINA KALAN,Panipat,195
6964,UHC SEC 12 COVAXIN 2ND ONLY,Panipat,195
6965,UHC SEC 25,Panipat,195
6966,UJHA PHC ( COVISHIELD ),Panipat,195
6967,AKERA UPHC,Rewari,202
6968,CHC BAWAL 1,Rewari,202
6969,CHC GURAWARA,Rewari,202
6970,CHC KHOL,Rewari,202
6971,CHC MEERPUR,Rewari,202
6972,CHC NAHAR,Rewari,202
6973,CIVIL HOSPITAL COVIXINE,Rewari,202
6974,GH REWARI,Rewari,202
6975,HUDA SEC 4 DISPENSARY,Rewari,202
6976,KALAWATI HOSPITAL 2,Rewari,202
6977,PHC BASDUDA,Rewari,202
6978,PHC BAWWA,Rewari,202
6979,PHC BHARAWAS,Rewari,202
6980,PHC DAHINA,Rewari,202
6981,PHC DHARUHERA,Rewari,202
6982,PHC FATEHPURI,Rewari,202
6983,PHC GURYANI,Rewari,202
6984,PHC JATUSANA,Rewari,202
6985,PHC KASOLA BOLENI ROAD,Rewari,202
6986,PHC MASANI,Rewari,202
6987,PHC SANGWARI,Rewari,202
6988,PHC SIHA,Rewari,202
6989,PHC TANKRI,Rewari,202
6990,QUTUBPUR UPHC,Rewari,202
6991,SDH KOSLI,Rewari,202
6992,UPHC RAJIV NAGAR,Rewari,202
6993,BEHLBA-1,Rohtak,192
6994,CHANDI SUB CENTRE,Rohtak,192
6995,CIVIL HOSPITAL 18 PLUS,Rohtak,192
6996,CIVIL HOSPITAL 45 PLUS,Rohtak,192
6997,KALANAUR 2ND SUB CENTER,Rohtak,192
6998,KALANAUR 3RD SUB CENTER,Rohtak,192
6999,KALANAUR IST SUB CENTER,Rohtak,192
7000,KHERI ROZ SUB CENTER,Rohtak,192
7001,KHERI-M SUB CENTRE,Rohtak,192
7002,LAKHANMAJRA 18 PLUS,Rohtak,192
7003,POLICE LINE ROHTAK,Rohtak,192
7004,SAMPLA 18 PLUS,Rohtak,192
7005,BARAGUDHA CHC LD,Sirsa,194
7006,CHATTARGARH PATTI LD,Sirsa,194
7007,DADU PHC LD,Sirsa,194
7008,DARBA KALAN PHC LD,Sirsa,194
7009,DARBI PHC LD,Sirsa,194
7010,DCH AYUSH WING LD,Sirsa,194
7011,DCH AYUSH WING XIN,Sirsa,194
7012,DESUJODHA PHC LD,Sirsa,194
7013,DING PHC LD,Sirsa,194
7014,ELLENABAD SDH LD,Sirsa,194
7015,INDERPURI UPHC LD,Sirsa,194
7016,JAGMALERA PHC LD,Sirsa,194
7017,KALANWALI CHC LD,Sirsa,194
7018,KHAIRPUR UPHC LD,Sirsa,194
7019,KHARIAN PHC LD,Sirsa,194
7020,MADHO SINGHANA CHC LD,Sirsa,194
7021,MALLEKAN PHC LD,Sirsa,194
7022,NATHUSARI CHOPTA LD,Sirsa,194
7023,ODHAN CHC LD,Sirsa,194
7024,ODHAN CHC XIN,Sirsa,194
7025,RANDHAWA PHC LD,Sirsa,194
7026,RANIA CHC LD,Sirsa,194
7027,RORI PHC LD,Sirsa,194
7028,THERMOHALLA UPHC LD,Sirsa,194
7029,AGGARWAL BHAWAN (S I F),Sonipat,198
7030,ASTHA PHYSIOTHERAPY CENTER,Sonipat,198
7031,BHAINSWAL KALAN CHC,Sonipat,198
7032,CIVIL HOSPITAL SONIPAT,Sonipat,198
7033,DURGA MANDIR,Sonipat,198
7034,FAZILPUR SC B ZAFRABAD PHC,Sonipat,198
7035,GANAUR CHC COVISHIELD,Sonipat,198
7036,GEETA BHAWAN SONIPAT,Sonipat,198
7037,J D MEMORIAL SCHOOL (S I F),Sonipat,198
7038,JAGSI PHC COVAXIN,Sonipat,198
7039,JAGSI PHC COVISHIELD,Sonipat,198
7040,JUAN CHC,Sonipat,198
7041,JUAN CHC 2,Sonipat,198
7042,KHANPUR KALAN PHC,Sonipat,198
7043,MADINA PHC,Sonipat,198
7044,MAHAVIR COLONY UHC,Sonipat,198
7045,MURTHAL PHC COVAXIN,Sonipat,198
7046,PHC MAHRA,Sonipat,198
7047,RHC BALMIKI MANDIR KAKROI ROAD,Sonipat,198
7048,ROTARY CLUB SONIPAT MID TOWN,Sonipat,198
7049,RUKHI PHC,Sonipat,198
7050,S I F COMMUNITY CENTRE SEC 14,Sonipat,198
7051,SDH GOHANA,Sonipat,198
7052,SDH GOHANA COVAXIN,Sonipat,198
7053,SUBCENTRE DHURANA,Sonipat,198
7054,SUBCENTRE SHAZADPUR,Sonipat,198
7055,ALAHAR PHC NEW,Yamunanagar,197
7056,BHAMBOL PHC NEW,Yamunanagar,197
7057,BURIA PHC,Yamunanagar,197
7058,CAMP UPHC,Yamunanagar,197
7059,CHC CHHACHHRAULI,Yamunanagar,197
7060,CHC NAHARPUR,Yamunanagar,197
7061,CHC PARTAP NAGAR,Yamunanagar,197
7062,CHC RADAUR,Yamunanagar,197
7063,CHC SADHAURA,Yamunanagar,197
7064,CIVIL HOSPITAL JAGADHRI SDH,Yamunanagar,197
7065,ESI HOSPITAL TEJLI ROAD,Yamunanagar,197
7066,HUDA DISP NEW,Yamunanagar,197
7067,KHARWAN PHC2,Yamunanagar,197
7068,KOT PHC NEW,Yamunanagar,197
7069,MUGALWALI PHC,Yamunanagar,197
7070,SARASWATI NAGAR CHC,Yamunanagar,197
7071,UPHC SAROJINI COLONY,Yamunanagar,197
7072,YAMUNA NAGAR TRAUMA CENTRE,Yamunanagar,197
7073,AHC AUHAR CVC (HIRAPUR),Bilaspur,219
